code,label,sources,files
662K100,Angina control - poor,DialogAdd|PatientData,~V40015.htm
662L.00,,PatientData,~V40018.htm
662M,,PatientData,~V4003d.htm|~V40627.htm
662M.00,Stroke Monitoring,DialogAdd,~V4003d.htm|~V40627.htm
662N,,PatientData,~V4003e.htm|~V40638.htm
662N.00,CHD Monitoring,DialogAdd,~V4003e.htm|~V40638.htm
662P,,PatientData,~V4003b.htm|~V40630.htm
662P.00,Hypertension Monitoring,DialogAdd,~V4003b.htm|~V40630.htm
662T,,PatientData,~V4003c.htm|~V40631.htm
662T.00,Congestive Heart Failure Monitoring,DialogAdd,~V4003c.htm|~V40631.htm
662W,,PatientData,~V4003c.htm|~V40631.htm
662W.00,HF Annual Review,DialogAdd,NURSE2.htm|~V4003c.htm|~V40631.htm
662a,,PatientData,~V4003e.htm|~V40638.htm
662a.00,Pre-treatment serum cholesterol level,DialogAdd|PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
662c,,PatientData,~V4003b.htm|~V40630.htm
662c.00,6 Month Recall,DialogAdd,~V4003b.htm|~V40630.htm
662d,,PatientData,~V4003b.htm|~V40630.htm
662d.00,Hypertension Annual Review,DialogAdd,NURSE2.htm|~V4003b.htm|~V40630.htm
662e,,PatientData,~V4003d.htm|~V40627.htm
662e.00,Stroke Annual Review,DialogAdd,NURSE2.htm|~V4003d.htm|~V40627.htm
662f,,PatientData,~V4003c.htm|~V40631.htm
662f.00,NYHA Classification I,DialogAdd|PatientData,~V4001a.htm|~V4003c.htm|~V40631.htm
662g,,PatientData,~V4003c.htm|~V40631.htm
662g.00,NYHA classification II,DialogAdd|PatientData,~V4001a.htm|~V4003c.htm|~V40631.htm
662h,,PatientData,~V4003c.htm|~V40631.htm
662h.00,NYHA classification III,DialogAdd|PatientData,~V4001a.htm|~V4003c.htm|~V40631.htm
662i,,PatientData,~V4003c.htm|~V40631.htm
662i.00,NYHA classification IV,DialogAdd|PatientData,~V4001a.htm|~V4003c.htm|~V40631.htm
662k.00,JBS cardiovascular disease risk < 10% over next 10 years,DialogAdd|PatientData,~V40018.htm
662l.00,JBS cardiovascular disease risk 10-20% over next 10 years,DialogAdd|PatientData,~V40018.htm
662m,,PatientData,~V40033.htm|~V40612.htm
662m.00,JBS cardiovascular disease risk,DialogAdd|PatientData,~V40018.htm|~V40033.htm|~V40612.htm
662n,,PatientData,~V40033.htm|~V40612.htm
662n.00,JBS cardiovascular disease risk,DialogAdd|PatientData,~V40018.htm|~V40033.htm|~V40612.htm
662p,,PatientData,~V4003c.htm|~V40631.htm
662p.00,HF 6 month Review,DialogAdd,~V4003c.htm|~V40631.htm
663H,,PatientData,~V4001b.htm
663H.00,Inhaler Technique - Good,DialogAdd,~V4001b.htm
663I,,PatientData,~V4001b.htm
663I.00,Inhaler Technique - Poor,DialogAdd,~V4001b.htm
663J.00,Airways obstruction reversible,DialogAdd|PatientData,~V4003a.htm|~V4063b.htm
663N,,PatientData,~V4003a.htm|~V4063b.htm
663O,,PatientData,~V4003a.htm|~V4063b.htm
663P,,PatientData,~V4003a.htm|~V4063b.htm
663P.00,Asthma limiting activities,DialogAdd,~V4003a.htm|~V4063b.htm
663Q,,PatientData,~V4003a.htm|~V4063b.htm
663Q.00,Asthma not limiting activities,DialogAdd,~V4003a.htm|~V4063b.htm
663U,,PatientData,~V4003a.htm|~V4063b.htm
663U.00,Asthma Management Plan Given (Hx),DialogAdd,~V4003a.htm|~V4063b.htm
663d,,PatientData,~V4003a.htm|~V4063b.htm
663e,,PatientData,~V4003a.htm|~V4063b.htm
663e.00,Asthma restricts exercise,DialogAdd,~V4003a.htm|~V4063b.htm
663e000,Asthma sometimes restricts exercise,DialogAdd,~V4003a.htm|~V4063b.htm
663e100,Asthma severely restricts exercise,DialogAdd,~V4003a.htm|~V4063b.htm
663f,,PatientData,~V4003a.htm|~V4063b.htm
663f.00,Asthma never restricts exercise,DialogAdd,~V4003a.htm|~V4063b.htm
663l,,PatientData,~V40039.htm|~V40636.htm
663l.00,Spacer device in use,DialogAdd,~V40039.htm|~V40636.htm
663n,,PatientData,~V4003a.htm|~V4063b.htm
663n.00,Treatment Compliance Satisfactory,DialogAdd,~V4003a.htm|~V4063b.htm
663p,,PatientData,~V4003a.htm|~V4063b.htm
663p.00,Treatment Compliance Unsatifactory,DialogAdd,~V4003a.htm|~V4063b.htm
663q,,PatientData,~V4003a.htm|~V4063b.htm
663q.00,Asthma daytime symptoms,DialogAdd,~V4003a.htm|~V4063b.htm
663r,,PatientData,~V4003a.htm|~V4063b.htm
663r.00,Asthma causes night symptoms 1 to 2 times per month,DialogAdd,~V4003a.htm|~V4063b.htm
663s,,PatientData,~V4003a.htm|~V4063b.htm
663s.00,Asthma never causes daytime symptoms,DialogAdd,~V4003a.htm|~V4063b.htm
663t,,PatientData,~V4003a.htm|~V4063b.htm
663t.00,Asthma causes daytime symptoms 1 to 2 times per month,DialogAdd,~V4003a.htm|~V4063b.htm
663u,,PatientData,~V4003a.htm|~V4063b.htm
663u.00,Asthma causes daytime symptoms 1 to 2 times per week,DialogAdd,~V4003a.htm|~V4063b.htm
663v,,PatientData,~V4003a.htm|~V4063b.htm
663v.00,Asthma causes daytime symptoms most days,DialogAdd,~V4003a.htm|~V4063b.htm
663w,,PatientData,~V4003a.htm|~V4063b.htm
663w.00,Asthma limits walking up hills or stairs,DialogAdd,~V4003a.htm|~V4063b.htm
663x,,PatientData,~V4003a.htm|~V4063b.htm
663x.00,Asthma limits walking on the flat,DialogAdd,~V4003a.htm|~V4063b.htm
663y,,PatientData,~V4003a.htm|~V4063b.htm
663y.00,No of asthma exacerbations in last year,DialogAdd,~V4003a.htm|~V4063b.htm
665A.00,Psych. treatment stopped,DialogAdd|PatientData,~V4001a.htm
667F,,PatientData,~V4001b.htm
667F.00,Seizure Free,DialogAdd,~V4001b.htm
667K,,PatientData,~V4001b.htm
667K.00,Epilepsy Limits Activities,DialogAdd,~V4001b.htm
667L,,PatientData,~V4001b.htm
667L.00,Epilepsy Does Not Limit Activities,DialogAdd,~V4001b.htm
667Q,,PatientData,~V4001b.htm
667Q.00,1-12 Seizures/Year,DialogAdd,~V4001b.htm
667R,,PatientData,~V4001b.htm
667R.00,2-4 Seizures/Month,DialogAdd,~V4001b.htm
667S,,PatientData,~V4001b.htm
667S.00,1-7 Seizures/Week,DialogAdd,~V4001b.htm
667T,,PatientData,~V4001b.htm
667T.00,Daily Seizures,DialogAdd,~V4001b.htm
66A,,PatientData,~V4003f.htm|~V40633.htm
66A..00,Diabetic Monitoring Consultation,DialogAdd|PatientData,~V4003f.htm|~V40633.htm
66A1,,PatientData,~V4003f.htm|~V40633.htm
66A2,,PatientData,~V4003f.htm|~V40633.htm
66A6.00,Last hypoglycaemic attack,DialogAdd|PatientData,~V40018.htm
66AH000,Conversion to insulin,DialogAdd|PatientData,~V40018.htm
66AM,,PatientData,~V4003f.htm|~V40633.htm
66AM.00,Follow up - Status,DialogAdd,~V4003f.htm|~V40633.htm
66AP,,PatientData,~V4001b.htm
66AP.00,GP Only Care,DialogAdd,~V4001b.htm
66AQ,,PatientData,~V4001b.htm
66AS,,PatientData,~V4001b.htm|~V4003f.htm|~V40633.htm
66AS.00,Diabetes Annual Review,DialogAdd,NURSE2.htm|~V4001b.htm|~V4003f.htm|~V40633.htm
66AU,,PatientData,~V4001b.htm
66AU.00,Hospital Only Care,DialogAdd,~V4001b.htm
66Ac.00,,PatientData,~V40018.htm
66Ai.00,6 month review - Status,DialogAdd|PatientData,~V4003f.htm|~V40633.htm
66An,,PatientData,~V4003f.htm|~V40633.htm
66An.00,Type 1 review - Status,DialogAdd,~V4003f.htm|~V40633.htm
66Ao,,PatientData,~V4003f.htm|~V40633.htm
66Ao.00,Type 2 review - Status,DialogAdd,~V4003f.htm|~V40633.htm
66At.00,Diabetic dietary review,DialogAdd,~V4003f.htm|~V40633.htm
66At000,Type 1 Diabetic deitary review,DialogAdd,~V40018.htm|~V4003f.htm|~V40633.htm
66At100,Type 2 Diabetic deitary review,DialogAdd,~V40018.htm|~V4003f.htm|~V40633.htm
66Au,,PatientData,~V4003f.htm|~V40633.htm
66Au.00,Diabetic erectile dysfunction review,DialogAdd,~V4003f.htm|~V40633.htm
66Av,,PatientData,~V4003f.htm|~V40633.htm
66Av.00,Diabetic assessment of erectile dysfunction,DialogAdd,~V4003f.htm|~V40633.htm
66B,,PatientData,~V40037.htm|~V4062f.htm
66B..00,Thyroid Disease Monitoring,DialogAdd,~V40037.htm|~V4062f.htm
66BB.00,Thyroid Annual Review,DialogAdd,NURSE2.htm|~V40037.htm|~V4062f.htm
66Q,,PatientData,~V40023.htm
66S,,PatientData,~V40023.htm
66Y4,,PatientData,~V4001b.htm
66Y4.00,Inhaler Technique - Moderate,DialogAdd,~V4001b.htm
66YB,,PatientData,~V40039.htm|~V40636.htm
66YB.00,COPD Monitoring,DialogAdd|PatientData,~V40039.htm|~V40636.htm
66YB000,COPD 3 monthly review,DialogAdd|PatientData,~V40039.htm|~V40636.htm
66YB100,COPD 6 monthly review,DialogAdd|PatientData,~V40039.htm|~V40636.htm
66YI,,PatientData,~V40039.htm|~V40636.htm
66YI.00,COPD Self Management Plan Given,DialogAdd,~V40039.htm|~V40636.htm
66YJ,,PatientData,~V4003a.htm|~V4063b.htm
66YJ.00,Asthma Annual Review,DialogAdd,NURSE2.htm|~V4003a.htm|~V4063b.htm
66YK,,PatientData,~V4003a.htm|~V4063b.htm
66YK.00,Refer Asthma,DialogAdd,~V40025.htm|~V4003a.htm|~V4063b.htm
66YL,,PatientData,~V40039.htm|~V40636.htm
66YM,,PatientData,~V40039.htm|~V40636.htm
66YM.00,COPD Annual Review,DialogAdd,NURSE2.htm|~V40039.htm|~V40636.htm
66YP,,PatientData,~V4003a.htm|~V4063b.htm
66YQ,,PatientData,~V4003a.htm|~V4063b.htm
66YQ.00,Monitoring by Nurse,DialogAdd|PatientData,~V4003a.htm|~V4063b.htm
66YR,,PatientData,~V4003a.htm|~V4063b.htm
66YR.00,Monitoring by GP,DialogAdd|PatientData,~V4003a.htm|~V4063b.htm
66YS,,PatientData,~V40039.htm|~V40636.htm
66YS.00,Monitored by Nurse,DialogAdd,~V40039.htm|~V40636.htm
66YT,,PatientData,~V40039.htm|~V40636.htm
66YT.00,Monitored by GP,DialogAdd,~V40039.htm|~V40636.htm
66YX,,PatientData,~V4003a.htm|~V4063b.htm
66YY,,PatientData,~V4003a.htm|~V4063b.htm
66Yc,,PatientData,~V4003a.htm|~V4063b.htm
66Yf,,PatientData,~V4001b.htm|~V40039.htm|~V40636.htm
66Yf.00,Number of COPD Exac in last 12 Months,DialogAdd,~V4001b.htm|~V40039.htm|~V40636.htm
66Yi,,PatientData,~V4001b.htm|~V40039.htm|~V40636.htm
66Yi.00,COPD Hospital Admissions in last 12 Months,DialogAdd,~V4001b.htm|~V40039.htm|~V40636.htm
66Yj,,PatientData,~V40020.htm
66Yj.00,Home Oxygen Supply - Cylinder,DialogAdd,~V40020.htm
66Yk,,PatientData,~V40020.htm
66Yk.00,Home Oxygen Supply - Concentrator,DialogAdd,~V40020.htm
66Yl,,PatientData,~V40020.htm
66Yl.00,Home Oxygen Supply - Liquid Oxygen,DialogAdd,~V40020.htm
66Yq,,PatientData,~V4003a.htm|~V4063b.htm
66Yq.00,Asthma causes night time symptoms 1 to 2 times per week,DialogAdd,~V4003a.htm|~V4063b.htm
66Yr,,PatientData,~V4003a.htm|~V4063b.htm
66Yr.00,Asthma causes night time symptoms most nights,DialogAdd,~V4003a.htm|~V4063b.htm
66Ys,,PatientData,~V4003a.htm|~V4063b.htm
66Z,,PatientData2,~V4001b.htm
66Z..00,HOC Recall,DialogAdd,~V4001b.htm
66a,,PatientData,~V40039.htm|~V40636.htm
66a6.00,Dietary Advice,DialogAdd,~V40039.htm|~V40636.htm
66a8.00,Exercise Advice,DialogAdd,~V40039.htm|~V40636.htm
66f2,,PatientData|PatientData2,~V40033.htm|~V40612.htm
66i,,PatientData,~V40038.htm|~V40637.htm
66i..00,CKD Monitoring,DialogAdd|PatientData,~V40038.htm|~V40637.htm
671D.00,Discussed with next of kin,DialogAdd|PatientData,~V40020.htm
671E.00,Discussed with Carer,DialogAdd|PatientData,~V40020.htm
671F.00,Discussed with Patient,DialogAdd|PatientData,~V40020.htm
677A,,PatientData,~V40018.htm
677A.00,Psychosexual counselling,DialogAdd,~V40018.htm
679F,,PatientData,~V40039.htm|~V40636.htm
679F.00,Health Ed - Osteoporosis,DialogAdd,~V40039.htm|~V40636.htm
67D1.00,Aware of prognosis,DialogAdd|PatientData,~V4001a.htm
67D4.00,Heart failure information given to patient,DialogAdd,~V4001a.htm
67D8,,PatientData,~V4003f.htm|~V40633.htm
67D8.00,Provision of diabetes care summary,DialogAdd,~V4003f.htm|~V40633.htm
67E..00,Travel Advice,DialogAdd|PatientData,~V40025.htm
67H,,PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
67H..00,Lifestyle Councelling,DialogAdd|PatientData,PPC CVD .htm|~V40033.htm|~V4003d.htm|~V4003e.htm|~V40612.htm|~V40627.htm|~V40638.htm
67H0,,PatientData,~V40033.htm|~V40612.htm
67H0.00,Alcohol Lifestyle Advice,DialogAdd,~V40033.htm|~V4003e.htm|~V40612.htm|~V40638.htm
67H2,,PatientData,~V40033.htm|~V40612.htm
67H2.00,Exercise Lifestyle Advise,DialogAdd,~V40033.htm|~V40612.htm
67H7,,PatientData,~V40033.htm|~V40612.htm
67H7.00,Diet Advice,DialogAdd,~V40025.htm|~V40033.htm|~V40612.htm
67H8,,PatientData,~V40033.htm|~V4003b.htm|~V40612.htm|~V40630.htm
67H8.00,Lifestyle advice regarding hypertension,DialogAdd,~V40033.htm|~V4003b.htm|~V4003d.htm|~V4003e.htm|~V40612.htm|~V40627.htm|~V40630.htm|~V40638.htm
67I8,,PatientData,~V4003e.htm|~V40638.htm
67I8.00,Advice about taking Aspirin,DialogAdd|PatientData,~V40017.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
67L..00,Care and Support Planning,DialogAdd,~V4001a.htm
685L.00,Smear Refused,DialogAdd,~V40025.htm
685R.00,Smear Taken,DialogAdd,~V40025.htm
687C.00,MUST Score,DialogAdd,~V40017.htm|~V40018.htm|~V4001a.htm
68A8,,PatientData,~V40018.htm|~V4001b.htm
68A8.00,Digital retinal screening,DialogAdd,~V40018.htm
68C3,,PatientData,~V4003a.htm|~V4063b.htm
68K7.00,Urine chlamydia test,DialogAdd|PatientData,~V40025.htm
68N5.00,Consent for Immunisation,DialogAdd,~V40540.htm
68NE,,PatientData,~V40017.htm|~V40039.htm|~V4003a.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40540.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm|~V4063b.htm
68NE.00,No Consent Influenza Immunisation,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40020.htm|~V40025.htm
68NE000,Flu Vacc Refused,DialogAdd,CFEXAM.htm|~V40039.htm|~V4003a.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40633.htm|~V40636.htm|~V40638.htm|~V4063b.htm
68NI,,PatientData,~V40025.htm
68NJ,,PatientData,~V40025.htm
68NV,,PatientData,~V4003a.htm|~V4063b.htm
68NX,,PatientData,~V40015.htm|~V40020.htm|~V40039.htm|~V4003a.htm|~V4003d.htm|~V40627.htm|~V40636.htm|~V4063b.htm
68NX.00,Pneumococcal Immunisation - No Consent,DialogAdd|PatientData,CFEXAM.htm|~V40015.htm|~V40017.htm|~V40018.htm|~V4001a.htm|~V40020.htm|~V40025.htm|~V40039.htm|~V4003a.htm|~V40636.htm|~V4063b.htm
68Ne,,PatientData,~V40039.htm|~V4003d.htm|~V40627.htm|~V40636.htm
68Ne.00,Consent for pneumo,DialogAdd,~V40039.htm|~V40636.htm
68Nv,,PatientData,~V40540.htm
68Nv.00,No consent for Shingles,DialogAdd,~V40540.htm
68R..00,New Patient Screening Done,DialogAdd,~V40024.htm
68U0.00,Drugs of Abuse Screening Test,DialogAdd,~V4001c.htm
69D1.00,Geriatric Health Exam,DialogAdd|PatientData,~V40020.htm
69D9,,PatientData,~V40020.htm
69D9.00,Frail Elderly Assessment,DialogAdd,~V40020.htm
6A2,,PatientData,~V4003e.htm|~V40638.htm
6A2..00,CHD Annual Review,DialogAdd|PatientData,NURSE2.htm|~V4003e.htm|~V40638.htm
6A4,,PatientData,~V4003e.htm|~V40638.htm
6A4..00,,PatientData,~V4003e.htm|~V40638.htm
6A40,,PatientData|PatientData2,~V40033.htm|~V40612.htm
6A40.00,At Risk of CHD Recall,DialogAdd,~V40033.htm|~V40612.htm
6A6..00,Mental Health Review,DialogAdd,~V40025.htm
6AA,,PatientData,~V40038.htm|~V40637.htm
6AA..00,CKD Annual Review,DialogAdd|PatientData,NURSE2.htm|~V40038.htm|~V40637.htm
6AB,,PatientData,~V40020.htm
6AB..00,Dementia Review,DialogAdd,~V40020.htm
6AK..00,Annual Health Review,DialogAdd|PatientData,~V40020.htm
6C2,,PatientData,PPC CVD .htm
6C2..00,Primary Prevention of Cardiovascular Disease,DialogAdd,PPC CVD .htm
6F...00,Stroke prevention,DialogAdd,~V4003d.htm|~V40627.htm
745D400,Post bronchodilator spirometry,DialogAdd|PatientData,~V40039.htm|~V4003a.htm|~V40636.htm|~V4063b.htm
745E000,Home Oxygen Support,DialogAdd|PatientData,~V40020.htm
745H,,PatientData,~V0.htm|~V40024.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
745H.00,Smoking Cessation Therapy,DialogAdd,~V40024.htm
7A20400,Endarterectomy of Carotid Artery NEC,DialogAdd|PatientData,~V40017.htm
7B00z00,Transplantation of kidney NOS,DialogAdd|PatientData,~V40018.htm
7C25E00,Treatment of erectile dysfunction,DialogAdd|PatientData,~V4003f.htm|~V40633.htm
7G22,,PatientData,~V40025.htm
7G2AG00,Implanon Inserted,DialogAdd,~V40025.htm
7G2HA00,Implanon Removed,DialogAdd,~V40025.htm
7L06,,PatientData,~V40018.htm
7L06200,Amputation above knee,DialogAdd,~V40018.htm
7L06300,Amputation through knee,DialogAdd,~V40018.htm
7L06400,Amputation below knee,DialogAdd,~V40018.htm
7L06z00,Amputation of leg NOS,DialogAdd,~V40018.htm
7L07,,PatientData,~V40018.htm
7L07000,Amputation through ankle,DialogAdd,~V40018.htm
7L07300,Amputation through metatarsal bones,DialogAdd,~V40018.htm
7L07z00,Amputation of foot NOS,DialogAdd,~V40018.htm
7L08,,PatientData,~V40018.htm
7L08.00,Amputation of toe,DialogAdd,~V40018.htm
7L08100,Amputation of phalanx of toe,DialogAdd,~V40018.htm
7L172,,PatientData,NURSE2.htm
7L17200,Phlebotomy,DialogAdd,NURSE2.htm
7L18.00,Intramuscular Injection,DialogAdd,NURSE2.htm
7L18100,,PatientData,~V40025.htm
7L185,,PatientData,NURSE2.htm
7L18500,B12 Injection,DialogAdd|PatientData,NURSE2.htm|~V40025.htm
7L1A000,Renal dialysis,DialogAdd|PatientData,~V40018.htm
7L1A100,Peritoneal dialysis,DialogAdd|PatientData,~V40018.htm
7P0H.00,,PatientData,~V4003c.htm|~V40631.htm
7P0H000,,PatientData,~V40015.htm|~V4003c.htm|~V40631.htm
7P0H100,,PatientData,~V4003c.htm|~V40631.htm
7P0H400,,PatientData,~V4003c.htm|~V40631.htm
7P0H600,,PatientData,~V4003c.htm|~V40631.htm
81H..00,Dressing of Wound,DialogAdd,NURSE2.htm
8A2,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4060f.htm|~V40611.htm|~V40624.htm
8A54400,,PatientData,~V4003c.htm|~V40631.htm
8B2B,,PatientData,~V0.htm|~V40024.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
8B2B000,,PatientData,~V0.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
8B2K.00,Anticoagulant prescribed by third party,DialogAdd|PatientData,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8B31400,Stroke Medication review,DialogAdd|PatientData,~V40017.htm|~V40020.htm|~V40023.htm
8B31B00,Polypharmacy Review,DialogAdd|PatientData,~V4001b.htm|~V40020.htm
8B39.00,Drugs not taken/completed,DialogAdd|PatientData,~V40015.htm|~V40018.htm|~V4001a.htm
8B39z00,Drug not taken NOS,DialogAdd|PatientData,~V40015.htm|~V40018.htm
8B3T,,PatientData,~V40017.htm|~V4003b.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40630.htm|~V40638.htm
8B3T.00,Over the counter Aspirin Therapy,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V4003b.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40630.htm|~V40638.htm
8B3Y,,PatientData,~V0.htm|~V40024.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
8B3f,,PatientData,~V0.htm|~V40024.htm|~V40032.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40624.htm|~V4063b.htm
8B3j,,PatientData,~V4003a.htm|~V4063b.htm
8B3j.00,Asthma medication review,DialogAdd|PatientData,~V4003a.htm|~V4063b.htm
8B3k.00,CHD medication review,DialogAdd|PatientData,~V40015.htm|~V4003e.htm|~V40638.htm
8B3l.00,Diabetes medication review,DialogAdd|PatientData,~V40018.htm|~V4003f.htm|~V40633.htm
8B3z,,PatientData,~V40017.htm
8B3z.00,Over the counter statin therapy,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm
8B63,,PatientData,~V4003b.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40630.htm|~V40638.htm
8B63.00,Aspirin prophylaxis,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8B63.12,Aspirin Prophylaxis,DialogAdd,~V4003b.htm|~V40630.htm
8B64000,HRT Review,DialogAdd,~V40025.htm
8B6A,,PatientData,~V4003b.htm|~V40630.htm
8B6A.00,Statin Prophylaxis,DialogAdd,~V4003b.htm|~V40630.htm
8B6F,,PatientData,~V4003b.htm|~V40630.htm
8B6F.00,Diuretic Prophylactic,DialogAdd,~V4003b.htm|~V40630.htm
8B6L.00,GTN Use Score,DialogAdd|PatientData,~V40015.htm
8B6M,,PatientData,~V4003b.htm|~V40630.htm
8B6M.00,Calcium Channel Blocker Prophylaxis,DialogAdd,~V4003b.htm|~V40630.htm
8B6P.00,Clopidogrel prophylaxis,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8BA2.00,,PatientData,~V40020.htm
8BAP.00,,PatientData,~V40020.htm
8BAS.00,,PatientData,~V40020.htm
8BAT.00,,PatientData,~V40020.htm
8BAV.00,Cancer Review,DialogAdd,~V40025.htm
8BAi,,PatientData,~V4003f.htm|~V40633.htm
8BAi.00,Insulin Passport Completed,DialogAdd,~V4003f.htm|~V40633.htm
8BAj,,PatientData,~V4003f.htm|~V40633.htm
8BAj.00,Informed dissent not to carry insulin passport,DialogAdd,~V4003f.htm|~V40633.htm
8BAm,,PatientData,~V4003f.htm|~V40633.htm
8BAm.00,Insulin Passport Checked,DialogAdd,~V4003f.htm|~V40633.htm
8BAp,,PatientData,~V4003f.htm|~V40633.htm
8BAp.00,Insulin passport not checked,DialogAdd,~V4003f.htm|~V40633.htm
8BG5,,PatientData,~V40017.htm
8BG5.00,Aspirin Indicated,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V4001a.htm
8BG7,,PatientData,~V40017.htm
8BG7.00,Warfarin indicated,DialogAdd|PatientData,~V40015.htm|~V40017.htm
8BG9.00,Clopidogrel indicated,DialogAdd|PatientData,~V40015.htm|~V40017.htm
8BI0.00,,PatientData,~V40015.htm
8BIF.00,Epilepsy Meds Review,DialogAdd,~V40025.htm
8BJ1.00,,PatientData,~V40020.htm
8BL0,,PatientData,~V40018.htm|~V40038.htm|~V4003b.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40630.htm|~V40633.htm|~V40637.htm|~V40638.htm
8BL0.00,Max Antihypertensive Therapy,DialogAdd|PatientData,~V40017.htm|~V40018.htm|~V40038.htm|~V4003b.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40627.htm|~V40630.htm|~V40633.htm|~V40637.htm|~V40638.htm
8BL1,,PatientData,~V40033.htm|~V4003d.htm|~V4003e.htm|~V4003f.htm|~V40612.htm|~V40627.htm|~V40633.htm|~V40638.htm
8BL1.00,Patient on maximal tolerated lipid lowering therapy,DialogAdd|PatientData,~V40015.htm|~V40017.htm|~V40018.htm|~V40033.htm|~V4003d.htm|~V4003f.htm|~V40612.htm|~V40627.htm|~V40633.htm
8BL2,,PatientData,~V4003f.htm|~V40633.htm
8BL2.00,Patient on maximal tolerated therapy for diabetes,DialogAdd|PatientData,~V40018.htm|~V4003f.htm|~V40633.htm
8BM5,,PatientData,~V4001c.htm
8BM5.00,Shared Care Prescribing,DialogAdd,~V4001c.htm
8BR1,,PatientData|PatientData2,~V40033.htm|~V40612.htm
8BS1,,PatientData,~V4001c.htm
8BS1.00,High Risk Drug Monitoring three monthly review,DialogAdd,~V4001c.htm
8C17.00,,PatientData,~V40025.htm
8C44,,PatientData,~V40017.htm
8C44.00,Nasal tube feeding,DialogAdd,~V40017.htm
8CA..00,General Advice Given,DialogAdd,~V40025.htm
8CA0.00,Patient advised to inform insurance company,DialogAdd|PatientData,~V40017.htm|~V40018.htm
8CA4,,PatientData,~V40033.htm|~V4003d.htm|~V4003e.htm|~V40612.htm|~V40627.htm|~V40638.htm
8CA4.00,Diet Advice,DialogAdd,NURSE2.htm|~V40033.htm|~V4003e.htm|~V40612.htm|~V40638.htm
8CA4000,Diet advice for weight loss,DialogAdd,~V4003d.htm|~V4003e.htm|~V40627.htm|~V40638.htm
8CA4600,Advised re low fat diet,DialogAdd,~V4003e.htm|~V40638.htm
8CA4700,Advised re Low Chol. Diet,DialogAdd|PatientData,~V40033.htm|~V40612.htm
8CA4800,Advised re low salt diet,DialogAdd,~V4003e.htm|~V40638.htm
8CA5.00,Exercise Advice,DialogAdd,NURSE2.htm
8CA8,,PatientData,~V4003f.htm|~V40633.htm
8CA8.00,Patient advised not to drive,DialogAdd|PatientData,~V40017.htm|~V40018.htm|~V4003f.htm|~V40633.htm
8CA9,,PatientData,~V4003f.htm|~V40633.htm
8CA9.00,Patient advised to inform DVLA,DialogAdd|PatientData,~V40017.htm|~V40018.htm|~V4003f.htm|~V40633.htm
8CAJ,,PatientData,~V4003f.htm|~V40633.htm
8CAJ.00,Patient Advised About Driving,DialogAdd|PatientData,~V40017.htm|~V40018.htm|~V4003f.htm|~V40633.htm
8CAK,,PatientData,~V4003a.htm|~V4063b.htm
8CAK.00,Given Tel Advice OOH,DialogAdd,~V4003a.htm|~V4063b.htm
8CAL,,PatientData,~V0.htm|~V40032.htm|~V40033.htm|~V40034.htm|~V40036.htm|~V4003a.htm|~V4060f.htm|~V40611.htm|~V40612.htm|~V40624.htm|~V4063b.htm
